date,unit,value
2020-07-21,count,5046
2020-07-22,count,4860
2020-07-23,count,2780
2020-07-24,count,7100
2020-07-25,count,29688
2020-07-26,count,8503
2020-07-27,count,5243
2020-07-28,count,18276
2020-07-29,count,9923
2020-07-30,count,10056
2020-07-31,count,5579
2020-08-01,count,2962
2020-08-02,count,799
2020-08-03,count,5831
2020-08-04,count,3193
2020-08-05,count,605
2020-08-06,count,8297
2020-08-07,count,1242
2020-08-08,count,58
2020-08-09,count,869
2020-08-10,count,13741
2020-08-11,count,10172
2020-08-12,count,6011
2020-08-13,count,3544
2020-08-14,count,14100
2020-08-15,count,7493
2020-08-16,count,5096
2020-08-17,count,5478
2020-08-18,count,5719
2020-08-19,count,9929
2020-08-20,count,619
2020-08-21,count,624
2020-08-22,count,3104
2020-08-23,count,1773
2020-08-24,count,9055
2020-08-25,count,11772
2020-08-26,count,5960
2020-08-27,count,11232
2020-08-28,count,4570
2020-08-29,count,4794
2020-08-30,count,1713
2020-08-31,count,8805
2020-09-01,count,7657
2020-09-02,count,8601
2020-09-03,count,417
2020-09-04,count,3229
2020-09-05,count,2052
2020-09-06,count,2407
2020-09-07,count,442
2020-09-08,count,992
2020-09-09,count,2972
2020-09-10,count,485
2020-09-11,count,9649
2020-09-12,count,915
2020-09-13,count,3297
2020-09-14,count,1984
2020-09-15,count,4498
2020-09-16,count,3356
2020-09-17,count,5059
2020-09-18,count,9450
2020-09-19,count,17542
2020-09-20,count,5171
2020-09-21,count,5389
2020-09-22,count,8712
2020-09-23,count,4482
2020-09-24,count,15214
2020-09-25,count,22688
2020-09-26,count,5555
2020-09-27,count,14227
2020-09-28,count,2956
2020-09-29,count,13122
2020-09-30,count,16585
2020-10-01,count,10282
2020-10-02,count,1886
2020-10-03,count,7842
2020-10-04,count,1766
2020-10-05,count,10447
2020-10-06,count,4140
2020-10-07,count,8229
2020-10-08,count,17050
2020-10-09,count,5894
2020-10-10,count,15511
2020-10-11,count,2589
2020-10-12,count,4839
2020-10-13,count,4258
2020-10-14,count,3304
2020-10-15,count,10964
2020-10-16,count,18219
2020-10-17,count,543
2020-10-18,count,2190
2020-10-19,count,6914
2020-10-20,count,3137
2020-10-21,count,4776
2020-10-22,count,4334
2020-10-23,count,3030
2020-10-24,count,5709
2020-10-25,count,6295
2020-10-26,count,12971
2020-10-27,count,3567
2020-10-28,count,7324
2020-10-29,count,1492
2020-10-30,count,13727
2020-10-31,count,2488
2020-11-01,count,1448
2020-11-02,count,19545
2020-11-03,count,2336
2020-11-04,count,1856
2020-11-05,count,4675
2020-11-06,count,19756
2020-11-07,count,2034
2020-11-08,count,3995
2020-11-09,count,5040
2020-11-10,count,3109
2020-11-11,count,13380
2020-11-12,count,12680
2020-11-13,count,7426
2020-11-14,count,1418
2020-11-15,count,1185
2020-11-16,count,1874
2020-11-17,count,2003
2020-11-18,count,4870
2020-11-19,count,3258
2020-11-20,count,4830
2020-11-21,count,1780
2020-11-22,count,4834
2020-11-23,count,4123
2020-11-24,count,10007
2020-11-25,count,2784
2020-11-26,count,1994
2020-11-27,count,3597
2020-11-28,count,6718
2020-11-29,count,6908
2020-11-30,count,2690
2020-12-01,count,3296
2020-12-02,count,3549
2020-12-03,count,11046
2020-12-04,count,5516
2020-12-05,count,5219
2020-12-06,count,5556
2020-12-07,count,7484
2020-12-08,count,2159
2020-12-09,count,3984
2020-12-10,count,3032
2020-12-11,count,3235
2020-12-12,count,1017
2020-12-13,count,597
2020-12-14,count,5149
2020-12-15,count,1624
2020-12-16,count,4487
2020-12-17,count,3168
2020-12-18,count,4964
2020-12-19,count,1291
2020-12-20,count,896
2020-12-21,count,5175
2020-12-22,count,11333
2020-12-23,count,8039
2020-12-24,count,5254
2020-12-25,count,6455
2020-12-26,count,212
2020-12-27,count,1247
2020-12-28,count,20796
2020-12-29,count,17743
2020-12-30,count,8316
2020-12-31,count,14910
2021-01-01,count,7568
2021-01-02,count,8156
2021-01-03,count,1182
2021-01-04,count,18039
2021-01-05,count,11612
2021-01-06,count,1918
2021-01-07,count,11411
2021-01-08,count,21733
2021-01-09,count,6262
2021-01-10,count,16544
2021-01-11,count,18876
2021-01-12,count,12636
2021-01-13,count,12399
2021-01-14,count,11196
2021-01-15,count,15355
2021-01-16,count,1603
2021-01-17,count,5715
2021-01-18,count,15829
2021-01-19,count,3962
2021-01-20,count,15388
2021-01-21,count,2677
2021-01-22,count,7236
2021-01-23,count,4682
2021-01-24,count,1902
2021-01-25,count,18390
2021-01-26,count,4207
2021-01-27,count,3312
2021-01-28,count,6381
2021-01-29,count,4982
2021-01-30,count,631
2021-01-31,count,442
2021-02-01,count,1563
2021-02-02,count,718
2021-02-03,count,1963
2021-02-04,count,13795
2021-02-05,count,4737
2021-02-06,count,10325
2021-02-07,count,9513
2021-02-08,count,3264
2021-02-09,count,7956
2021-02-10,count,12408
2021-02-11,count,2763
2021-02-12,count,7315
2021-02-13,count,5920
2021-02-14,count,4088
2021-02-15,count,3288
2021-02-16,count,3070
2021-02-17,count,10654
2021-02-18,count,13147
2021-02-19,count,7691
2021-02-20,count,9154
2021-02-21,count,393
2021-02-22,count,14624
2021-02-23,count,4857
2021-02-24,count,16617
2021-02-25,count,1846
2021-02-26,count,12863
2021-02-27,count,2138
2021-02-28,count,11762
2021-03-01,count,13732
2021-03-02,count,15122
2021-03-03,count,7875
2021-03-04,count,7347
2021-03-05,count,7810
2021-03-06,count,411
2021-03-07,count,4042
2021-03-08,count,5519
2021-03-09,count,6253
2021-03-10,count,21255
2021-03-11,count,7811
2021-03-12,count,5834
2021-03-13,count,8973
2021-03-14,count,3859
2021-03-15,count,5092
2021-03-16,count,3741
2021-03-17,count,4239
2021-03-18,count,3393
2021-03-19,count,11909
2021-03-20,count,518
2021-03-21,count,7033
2021-03-22,count,5916
2021-03-23,count,10214
2021-03-24,count,2116
2021-03-25,count,1004
2021-03-26,count,3743
2021-03-27,count,4830
2021-03-28,count,8791
2021-03-29,count,12964
2021-03-30,count,10318
2021-03-31,count,8973
2021-04-01,count,5862
2021-04-02,count,2760
2021-04-03,count,14171
2021-04-04,count,4366
2021-04-05,count,14902
2021-04-06,count,12869
2021-04-07,count,2869
2021-04-08,count,9413
2021-04-09,count,4705
2021-04-10,count,10463
2021-04-11,count,34
2021-04-12,count,13708
2021-04-13,count,7205
2021-04-14,count,859
2021-04-15,count,13004
2021-04-16,count,14154
2021-04-17,count,8024
2021-04-18,count,8845
2021-04-19,count,9518
2021-04-20,count,1517
2021-04-21,count,17165
2021-04-22,count,7864
2021-04-23,count,4537
2021-04-24,count,14642
2021-04-25,count,12847
2021-04-26,count,7347
2021-04-27,count,1211
2021-04-28,count,6570
2021-04-29,count,7119
2021-04-30,count,1366
2021-05-01,count,9200
2021-05-02,count,9440
2021-05-03,count,5257
2021-05-04,count,8927
2021-05-05,count,422
2021-05-06,count,8920
2021-05-07,count,18177
2021-05-08,count,8876
2021-05-09,count,10170
2021-05-10,count,4024
2021-05-11,count,1577
2021-05-12,count,12390
2021-05-13,count,3739
2021-05-14,count,5300
2021-05-15,count,1797
2021-05-16,count,1991
2021-05-17,count,2211
2021-05-18,count,6857
2021-05-19,count,4866
2021-05-20,count,13765
2021-05-21,count,8316
2021-05-22,count,10763
2021-05-23,count,2905
2021-05-24,count,6562
2021-05-25,count,1273
2021-05-26,count,461
2021-05-27,count,6040
2021-05-28,count,2806
2021-05-29,count,3279
2021-05-30,count,971
2021-05-31,count,2748
2021-06-01,count,2203
2021-06-02,count,2921
2021-06-03,count,5514
2021-06-04,count,6509
2021-06-05,count,5305
2021-06-06,count,956
2021-06-07,count,5449
2021-06-08,count,2962
2021-06-09,count,1878
2021-06-10,count,5951
2021-06-11,count,8829
2021-06-12,count,4459
2021-06-13,count,13966
2021-06-14,count,12436
2021-06-15,count,17772
2021-06-16,count,12395
2021-06-17,count,1283
2021-06-18,count,801
2021-06-19,count,10016
2021-06-20,count,1597
2021-06-21,count,1144
2021-06-22,count,195
2021-06-23,count,2196
2021-06-24,count,2961
2021-06-25,count,6217
2021-06-26,count,5599
2021-06-27,count,5603
2021-06-28,count,1430
2021-06-29,count,6635
2021-06-30,count,7421
2021-07-01,count,5354
2021-07-02,count,7047
2021-07-03,count,9047
2021-07-04,count,8815
2021-07-05,count,350
2021-07-06,count,18033
2021-07-07,count,560
2021-07-08,count,3320
2021-07-09,count,2234
2021-07-10,count,12788
2021-07-11,count,13635
2021-07-12,count,12585
2021-07-13,count,10889
2021-07-14,count,10533
2021-07-15,count,2519
2021-07-16,count,11052
2021-07-17,count,10252
2021-07-18,count,7753
2021-07-19,count,10872
2021-07-20,count,12781
2021-07-21,count,10780
2021-07-22,count,195
2021-07-23,count,14205
2021-07-24,count,6037
2021-07-25,count,7295
2021-07-26,count,8245
2021-07-27,count,11216
2021-07-28,count,11112
2021-07-29,count,10548
2021-07-30,count,12203
2021-07-31,count,1103
2021-08-01,count,4910
2021-08-02,count,7772
2021-08-03,count,7775
2021-08-04,count,8323
2021-08-05,count,5483
2021-08-06,count,7074
2021-08-07,count,2489
2021-08-08,count,687
2021-08-09,count,5536
2021-08-10,count,17073
2021-08-11,count,7592
2021-08-12,count,4526
2021-08-13,count,14624
2021-08-14,count,9157
2021-08-15,count,10865
2021-08-16,count,3694
2021-08-17,count,7823
2021-08-18,count,11183
2021-08-19,count,4630
2021-08-20,count,4404
2021-08-21,count,5786
2021-08-22,count,4595
2021-08-23,count,6766
2021-08-24,count,2210
2021-08-25,count,4215
2021-08-26,count,1749
2021-08-27,count,14872
2021-08-28,count,15432
2021-08-29,count,16464
2021-08-30,count,19074
2021-08-31,count,16907
2021-09-01,count,19515
2021-09-02,count,19439
2021-09-03,count,13011
2021-09-04,count,13008
2021-09-05,count,12658
2021-09-06,count,21343
2021-09-07,count,11369
2021-09-08,count,29634
2021-09-09,count,21572
2021-09-10,count,13090
2021-09-11,count,10145
2021-09-12,count,21127
2021-09-13,count,19444
2021-09-14,count,2388
2021-09-15,count,21966
2021-09-16,count,18891
2021-09-17,count,11487
2021-09-18,count,10730
2021-09-19,count,22393
2021-09-20,count,10007
2021-09-21,count,21650
2021-09-22,count,26949
2021-09-23,count,4958
2021-09-24,count,21152
2021-09-25,count,11131
2021-09-26,count,3790
2021-09-27,count,14429
2021-09-28,count,21228
2021-09-29,count,17469
2021-09-30,count,17472
2021-10-01,count,8318
2021-10-02,count,8657
2021-10-03,count,14404
2021-10-04,count,6735
2021-10-05,count,16136
2021-10-06,count,6759
2021-10-07,count,9017
2021-10-08,count,16021
2021-10-09,count,14853
2021-10-10,count,10569
2021-10-11,count,29621
2021-10-12,count,6343
2021-10-13,count,2875
2021-10-14,count,6251
2021-10-15,count,7992
2021-10-16,count,10871
2021-10-17,count,8217
2021-10-18,count,19944
2021-10-19,count,15436
2021-10-20,count,3550
2021-10-21,count,17555
2021-10-22,count,3368
2021-10-23,count,34331
2021-10-24,count,6109
2021-10-25,count,10492
2021-10-26,count,10995
2021-10-27,count,2997
2021-10-28,count,8698
2021-10-29,count,6119
2021-10-30,count,6420
2021-10-31,count,6095
2021-11-01,count,4172
2021-11-02,count,5233
2021-11-03,count,4307
2021-11-04,count,640
2021-11-05,count,4125
2021-11-06,count,936
2021-11-07,count,993
2021-11-08,count,3977
2021-11-09,count,13124
2021-11-10,count,5524
2021-11-11,count,14503
2021-11-12,count,13691
2021-11-13,count,13645
2021-11-14,count,15745
2021-11-15,count,26528
2021-11-16,count,25931
2021-11-17,count,6432
2021-11-18,count,23629
2021-11-19,count,6407
2021-11-20,count,14169
2021-11-21,count,15632
2021-11-22,count,17810
2021-11-23,count,17548
2021-11-24,count,1302
2021-11-25,count,5506
2021-11-26,count,20948
2021-11-27,count,11642
2021-11-28,count,11287
2021-11-29,count,11751
2021-11-30,count,15642
2021-12-01,count,3870
2021-12-02,count,12366
2021-12-03,count,1502
2021-12-04,count,45465
2021-12-05,count,1470
2021-12-06,count,4036
2021-12-07,count,11633
2021-12-08,count,9806
2021-12-09,count,12292
2021-12-10,count,12135
2021-12-11,count,10413
2021-12-12,count,17811
2021-12-13,count,4625
2021-12-14,count,5669
2021-12-15,count,13759
2021-12-16,count,10873
2021-12-17,count,56307
2021-12-18,count,5004
2021-12-19,count,1519
2021-12-20,count,29235
2021-12-21,count,6909
2021-12-22,count,2813
2021-12-23,count,1971
2021-12-24,count,13043
2021-12-25,count,1633
2021-12-26,count,1768
2021-12-27,count,5365
2021-12-28,count,2801
2021-12-29,count,1346
2021-12-30,count,19582
2021-12-31,count,2718
2022-01-01,count,8056
2022-01-02,count,5236
2022-01-03,count,20874
2022-01-04,count,15456
2022-01-05,count,4697
2022-01-06,count,20589
2022-01-07,count,9061
2022-01-08,count,25555
2022-01-09,count,13832
2022-01-10,count,23524
2022-01-11,count,19598
2022-01-12,count,3303
2022-01-13,count,19401
2022-01-14,count,6046
2022-01-15,count,14312
2022-01-16,count,23590
2022-01-17,count,18929
2022-01-18,count,3401
2022-01-19,count,5996
2022-01-20,count,9402
2022-01-21,count,7868
2022-01-22,count,26656
2022-01-23,count,13118
2022-01-24,count,10699
2022-01-25,count,18338
2022-01-26,count,13184
2022-01-27,count,14912
2022-01-28,count,10370
2022-01-29,count,12543
2022-01-30,count,4872
2022-01-31,count,6326
2022-02-01,count,2099
2022-02-02,count,638
2022-02-03,count,3346
2022-02-04,count,3044
2022-02-05,count,16583
2022-02-06,count,9995
2022-02-07,count,12043
2022-02-08,count,7629
2022-02-09,count,9843
2022-02-10,count,6018
2022-02-11,count,20535
2022-02-12,count,32482
2022-02-13,count,6568
2022-02-14,count,22823
2022-02-15,count,13972
2022-02-16,count,8746
2022-02-17,count,29918
2022-02-18,count,8085
2022-02-19,count,16750
2022-02-20,count,19652
2022-02-21,count,14927
2022-02-22,count,9210
2022-02-23,count,7784
2022-02-24,count,20449
2022-02-25,count,23347
2022-02-26,count,25265
2022-02-27,count,5564
2022-02-28,count,24504
2022-03-01,count,27057
2022-03-02,count,10646
2022-03-03,count,5920
2022-03-04,count,3406
2022-03-05,count,7097
2022-03-06,count,7673
2022-03-07,count,11488
2022-03-08,count,13629
2022-03-09,count,14972
2022-03-10,count,14022
2022-03-11,count,16536
2022-03-12,count,5439
2022-03-13,count,6004
2022-03-14,count,6112
2022-03-15,count,6828
2022-03-16,count,5661
2022-03-17,count,4520
2022-03-18,count,7659
2022-03-19,count,3176
2022-03-20,count,611
2022-03-21,count,7768
2022-03-22,count,20601
2022-03-23,count,3405
2022-03-24,count,8435
2022-03-25,count,16185
2022-03-26,count,13273
2022-03-27,count,11189
2022-03-28,count,10754
2022-03-29,count,18731
2022-03-30,count,17612
2022-03-31,count,10894
2022-04-01,count,1441
2022-04-02,count,14778
2022-04-03,count,10238
2022-04-04,count,22677
2022-04-05,count,18801
2022-04-06,count,5703
2022-04-07,count,9088
2022-04-08,count,14378
2022-04-09,count,3402
2022-04-10,count,10186
2022-04-11,count,10526
2022-04-12,count,12996
2022-04-13,count,26316
2022-04-14,count,20774
2022-04-15,count,21460
2022-04-16,count,611
2022-04-17,count,9263
2022-04-18,count,29691
2022-04-19,count,19405
2022-04-20,count,12408
2022-04-21,count,13496
2022-04-22,count,15776
2022-04-23,count,4165
2022-04-24,count,5224
2022-04-25,count,7863
2022-04-26,count,10958
2022-04-27,count,4616
2022-04-28,count,11419
2022-04-29,count,4438
2022-04-30,count,19314
2022-05-01,count,5717
2022-05-02,count,8638
2022-05-03,count,12984
2022-05-04,count,12121
2022-05-05,count,17309
2022-05-06,count,2655
2022-05-07,count,18196
2022-05-08,count,17611
2022-05-09,count,4068
2022-05-10,count,4545
2022-05-11,count,11763
2022-05-12,count,24077
2022-05-13,count,8523
2022-05-14,count,8398
