date,unit,value
2020-04-24,ms,27.85
2020-04-26,ms,11.71
2020-04-27,ms,27.99
2020-04-28,ms,26.67
2020-04-29,ms,34.35
2020-04-30,ms,33.44
2020-05-01,ms,33.64
2020-05-05,ms,22.03
2020-05-06,ms,37.67
2020-05-07,ms,18.3
2020-05-08,ms,29.42
2020-05-09,ms,35.6
2020-05-10,ms,48.05
2020-05-11,ms,45.18
2020-05-12,ms,16.78
2020-05-14,ms,35.82
2020-05-15,ms,24.26
2020-05-20,ms,29.99
2020-05-21,ms,39.13
2020-05-22,ms,35.26
2020-05-23,ms,28.78
2020-05-24,ms,39.54
2020-05-25,ms,32.46
2020-05-26,ms,45.71
2020-05-27,ms,25.44
2020-05-28,ms,21.6
2020-05-29,ms,37.65
2020-05-31,ms,48.44
2020-06-01,ms,26.87
2020-06-02,ms,18.04
2020-06-03,ms,19.05
2020-06-04,ms,28.4
2020-06-05,ms,31.25
2020-06-06,ms,30.0
2020-06-07,ms,24.78
2020-06-08,ms,46.54
2020-06-10,ms,25.36
2020-06-11,ms,24.12
2020-06-12,ms,30.45
2020-06-13,ms,49.32
2020-06-14,ms,27.48
2020-06-15,ms,35.69
2020-06-16,ms,30.21
2020-06-17,ms,28.23
2020-06-18,ms,39.57
2020-06-19,ms,42.4
2020-06-20,ms,28.42
2020-06-21,ms,36.04
2020-06-22,ms,44.0
2020-06-23,ms,16.3
2020-06-24,ms,35.34
2020-06-25,ms,38.44
2020-06-26,ms,26.29
2020-06-27,ms,37.38
2020-06-28,ms,29.97
2020-06-29,ms,34.65
2020-06-30,ms,33.89
2020-07-01,ms,38.31
2020-07-02,ms,32.3
2020-07-03,ms,34.79
2020-07-04,ms,48.94
2020-07-05,ms,54.19
2020-07-06,ms,37.16
2020-07-07,ms,24.88
2020-07-08,ms,28.19
2020-07-09,ms,27.54
2020-07-10,ms,46.96
2020-07-11,ms,27.99
2020-07-12,ms,8.72
2020-07-14,ms,34.7
2020-07-15,ms,23.18
2020-07-16,ms,61.08
2020-07-17,ms,41.14
2020-07-18,ms,31.48
2020-07-20,ms,28.19
2020-07-21,ms,46.48
2020-07-22,ms,22.3
2020-07-23,ms,26.11
2020-07-24,ms,24.33
2020-07-25,ms,26.84
2020-07-26,ms,40.54
2020-07-27,ms,42.97
2020-07-28,ms,31.76
2020-07-29,ms,23.06
2020-07-30,ms,30.72
2020-07-31,ms,42.81
2020-08-01,ms,24.96
2020-08-03,ms,37.44
2020-08-04,ms,28.19
2020-08-06,ms,19.75
2020-08-10,ms,19.55
2020-08-12,ms,25.62
2020-08-13,ms,31.53
2020-08-14,ms,22.28
2020-08-15,ms,25.63
2020-08-16,ms,37.86
2020-08-17,ms,34.2
2020-08-18,ms,39.43
2020-08-19,ms,27.58
2020-08-24,ms,21.31
2020-08-25,ms,14.95
2020-08-26,ms,24.21
2020-08-27,ms,23.28
2020-08-28,ms,20.69
2020-08-29,ms,41.69
2020-08-31,ms,27.69
2020-09-01,ms,40.14
2020-09-02,ms,41.22
2020-09-04,ms,20.81
2020-09-11,ms,35.65
2020-09-13,ms,19.65
2020-09-14,ms,33.38
2020-09-15,ms,26.77
2020-09-16,ms,29.26
2020-09-17,ms,35.47
2020-09-18,ms,26.29
2020-09-19,ms,29.05
2020-09-20,ms,48.2
2020-09-21,ms,21.12
2020-09-22,ms,28.47
2020-09-23,ms,28.37
2020-09-24,ms,44.44
2020-09-25,ms,14.69
2020-09-26,ms,31.46
2020-09-27,ms,30.51
2020-09-28,ms,30.29
2020-09-29,ms,40.96
2020-09-30,ms,41.84
2020-10-01,ms,42.37
2020-10-02,ms,33.68
2020-10-03,ms,14.5
2020-10-04,ms,28.91
2020-10-05,ms,36.66
2020-10-06,ms,35.13
2020-10-07,ms,33.12
2020-10-08,ms,31.62
2020-10-09,ms,31.66
2020-10-10,ms,35.28
2020-10-11,ms,41.13
2020-10-12,ms,34.86
2020-10-13,ms,32.69
2020-10-14,ms,29.69
2020-10-15,ms,28.51
2020-10-16,ms,53.58
2020-10-19,ms,27.24
2020-10-20,ms,38.93
2020-10-21,ms,29.82
2020-10-22,ms,35.99
2020-10-23,ms,51.46
2020-10-24,ms,37.37
2020-10-25,ms,18.45
2020-10-26,ms,35.26
2020-10-27,ms,34.28
2020-10-28,ms,33.15
2020-10-29,ms,32.43
2020-10-30,ms,23.28
2020-10-31,ms,27.19
2020-11-02,ms,28.8
2020-11-03,ms,34.79
2020-11-04,ms,30.32
2020-11-05,ms,32.66
2020-11-06,ms,39.92
2020-11-07,ms,40.78
2020-11-08,ms,46.02
2020-11-09,ms,46.87
2020-11-10,ms,37.41
2020-11-11,ms,47.46
2020-11-12,ms,42.27
2020-11-13,ms,31.03
2020-11-17,ms,44.4
2020-11-18,ms,33.99
2020-11-19,ms,29.38
2020-11-20,ms,58.3
2020-11-21,ms,22.0
2020-11-22,ms,47.89
2020-11-23,ms,33.62
2020-11-24,ms,25.34
2020-11-25,ms,34.43
2020-11-26,ms,32.2
2020-11-27,ms,34.53
2020-11-28,ms,46.48
2020-11-29,ms,30.76
2020-11-30,ms,21.76
2020-12-01,ms,31.76
2020-12-02,ms,35.11
2020-12-03,ms,38.75
2020-12-04,ms,54.27
2020-12-05,ms,44.06
2020-12-06,ms,36.58
2020-12-07,ms,38.26
2020-12-08,ms,36.49
2020-12-09,ms,37.31
2020-12-10,ms,34.43
2020-12-11,ms,34.62
2020-12-14,ms,33.37
2020-12-15,ms,25.44
2020-12-16,ms,36.75
2020-12-17,ms,32.3
2020-12-21,ms,34.97
2020-12-22,ms,53.99
2020-12-23,ms,21.57
2020-12-24,ms,37.71
2020-12-25,ms,18.42
2020-12-28,ms,41.11
2020-12-29,ms,39.57
2020-12-30,ms,67.86
2020-12-31,ms,26.11
2021-01-01,ms,33.53
2021-01-02,ms,34.36
2021-01-03,ms,61.72
2021-01-04,ms,39.7
2021-01-05,ms,43.03
2021-01-06,ms,29.58
2021-01-07,ms,29.27
2021-01-08,ms,29.16
2021-01-09,ms,26.06
2021-01-10,ms,31.75
2021-01-11,ms,39.62
2021-01-12,ms,17.89
2021-01-13,ms,44.55
2021-01-14,ms,18.67
2021-01-15,ms,33.21
2021-01-17,ms,21.63
2021-01-18,ms,23.61
2021-01-19,ms,40.61
2021-01-20,ms,37.1
2021-01-21,ms,41.85
2021-01-22,ms,35.91
2021-01-23,ms,25.48
2021-01-24,ms,29.9
2021-01-25,ms,25.2
2021-01-26,ms,33.23
2021-01-27,ms,30.58
2021-01-28,ms,33.62
2021-01-29,ms,28.94
2021-02-03,ms,22.04
2021-02-04,ms,43.73
2021-02-05,ms,36.09
2021-02-06,ms,56.31
2021-02-07,ms,18.6
2021-02-08,ms,43.61
2021-02-09,ms,48.91
2021-02-10,ms,38.95
2021-02-11,ms,42.13
2021-02-12,ms,41.21
2021-02-13,ms,45.42
2021-02-14,ms,33.0
2021-02-15,ms,32.21
2021-02-16,ms,42.43
2021-02-17,ms,29.76
2021-02-18,ms,37.83
2021-02-19,ms,26.16
2021-02-22,ms,20.35
2021-02-23,ms,40.93
2021-02-24,ms,34.76
2021-02-25,ms,32.61
2021-02-26,ms,31.16
2021-02-28,ms,24.05
2021-03-01,ms,31.6
2021-03-02,ms,44.41
2021-03-03,ms,48.09
2021-03-04,ms,38.68
2021-03-05,ms,40.18
2021-03-07,ms,40.41
2021-03-09,ms,37.71
2021-03-10,ms,43.11
2021-03-11,ms,51.81
2021-03-12,ms,32.43
2021-03-13,ms,20.79
2021-03-14,ms,66.14
2021-03-15,ms,45.63
2021-03-16,ms,30.86
2021-03-17,ms,78.84
2021-03-19,ms,40.59
2021-03-21,ms,28.65
2021-03-22,ms,45.78
2021-03-23,ms,25.97
2021-03-27,ms,38.49
2021-03-28,ms,17.8
2021-03-30,ms,11.29
2021-03-31,ms,37.36
2021-04-01,ms,33.46
2021-04-03,ms,43.13
2021-04-04,ms,50.03
2021-04-05,ms,28.71
2021-04-06,ms,43.77
2021-04-07,ms,38.51
2021-04-08,ms,36.35
2021-04-09,ms,43.67
2021-04-12,ms,39.24
2021-04-13,ms,46.19
2021-04-15,ms,35.49
2021-04-16,ms,47.96
2021-04-17,ms,38.91
2021-04-18,ms,32.04
2021-04-19,ms,67.34
2021-04-21,ms,46.98
2021-04-22,ms,44.85
2021-04-23,ms,51.65
2021-04-24,ms,43.62
2021-04-25,ms,31.63
2021-04-26,ms,39.34
2021-04-28,ms,29.7
2021-04-29,ms,10.06
2021-05-01,ms,30.02
2021-05-02,ms,36.41
2021-05-03,ms,30.24
2021-05-04,ms,29.42
2021-05-06,ms,45.91
2021-05-07,ms,35.46
2021-05-08,ms,67.81
2021-05-09,ms,45.26
2021-05-10,ms,42.46
2021-05-12,ms,27.75
2021-05-13,ms,56.28
2021-05-14,ms,48.63
2021-05-15,ms,36.25
2021-05-16,ms,42.98
2021-05-18,ms,34.46
2021-05-20,ms,38.06
2021-05-21,ms,31.88
2021-05-22,ms,40.27
2021-05-24,ms,29.12
2021-05-27,ms,22.61
2021-05-28,ms,46.9
2021-06-01,ms,31.03
2021-06-02,ms,33.51
2021-06-03,ms,37.43
2021-06-04,ms,25.75
2021-06-05,ms,31.9
2021-06-07,ms,10.45
2021-06-08,ms,27.15
2021-06-09,ms,38.88
2021-06-10,ms,48.58
2021-06-11,ms,24.24
2021-06-12,ms,35.87
2021-06-13,ms,28.14
2021-06-14,ms,23.75
2021-06-15,ms,30.2
2021-06-16,ms,34.45
2021-06-18,ms,32.48
2021-06-19,ms,44.54
2021-06-23,ms,15.93
2021-06-24,ms,37.83
2021-06-25,ms,30.06
2021-06-26,ms,33.79
2021-06-28,ms,29.18
2021-06-29,ms,41.98
2021-06-30,ms,35.08
2021-07-01,ms,27.91
2021-07-02,ms,27.58
2021-07-04,ms,26.94
2021-07-06,ms,47.41
2021-07-08,ms,28.21
2021-07-11,ms,26.57
2021-07-12,ms,49.95
2021-07-13,ms,23.26
2021-07-14,ms,42.55
2021-07-15,ms,28.37
2021-07-16,ms,62.26
2021-07-18,ms,36.25
2021-07-19,ms,28.25
2021-07-20,ms,46.93
2021-07-21,ms,40.05
2021-07-23,ms,57.13
2021-07-25,ms,28.36
2021-07-27,ms,24.84
2021-07-28,ms,47.68
2021-07-29,ms,32.71
2021-07-30,ms,45.01
2021-08-01,ms,29.54
2021-08-02,ms,38.57
2021-08-03,ms,41.94
2021-08-04,ms,29.84
2021-08-05,ms,37.42
2021-08-10,ms,35.53
2021-08-11,ms,41.08
2021-08-12,ms,40.34
2021-08-13,ms,38.98
2021-08-14,ms,42.4
2021-08-15,ms,21.27
2021-08-16,ms,31.99
2021-08-17,ms,44.26
2021-08-18,ms,15.56
2021-08-19,ms,35.82
2021-08-21,ms,36.53
2021-08-22,ms,24.6
2021-08-23,ms,34.96
2021-08-27,ms,10.67
2021-08-28,ms,22.53
2021-08-29,ms,63.39
2021-08-31,ms,30.72
2021-09-01,ms,52.36
2021-09-02,ms,25.74
2021-09-03,ms,32.5
2021-09-04,ms,34.01
2021-09-05,ms,59.02
2021-09-06,ms,28.68
2021-09-07,ms,34.97
2021-09-08,ms,42.87
2021-09-09,ms,27.36
2021-09-10,ms,57.3
2021-09-11,ms,53.41
2021-09-12,ms,63.78
2021-09-13,ms,37.29
2021-09-14,ms,41.64
2021-09-15,ms,75.07
2021-09-16,ms,48.79
2021-09-17,ms,44.67
2021-09-18,ms,50.99
2021-09-19,ms,65.35
2021-09-20,ms,56.05
2021-09-21,ms,45.99
2021-09-23,ms,67.64
2021-09-24,ms,40.29
2021-09-25,ms,47.18
2021-09-26,ms,46.91
2021-09-27,ms,43.65
2021-09-28,ms,49.61
2021-09-29,ms,49.32
2021-09-30,ms,45.59
2021-10-01,ms,29.93
2021-10-02,ms,22.04
2021-10-03,ms,44.54
2021-10-04,ms,47.77
2021-10-05,ms,23.5
2021-10-06,ms,39.22
2021-10-07,ms,31.69
2021-10-08,ms,30.57
2021-10-09,ms,47.97
2021-10-10,ms,51.31
2021-10-11,ms,62.4
2021-10-12,ms,55.78
2021-10-13,ms,50.7
2021-10-14,ms,53.72
2021-10-15,ms,35.01
2021-10-16,ms,45.01
2021-10-18,ms,44.78
2021-10-19,ms,57.22
2021-10-21,ms,31.91
2021-10-22,ms,42.61
2021-10-23,ms,46.25
2021-10-24,ms,20.08
2021-10-25,ms,45.61
2021-10-26,ms,60.41
2021-11-11,ms,33.61
2021-11-12,ms,43.74
2021-11-13,ms,37.36
2021-11-14,ms,56.15
2021-11-15,ms,53.94
2021-11-16,ms,25.96
2021-11-17,ms,44.93
2021-11-18,ms,58.16
2021-11-19,ms,50.82
2021-11-20,ms,28.12
2021-11-21,ms,17.57
2021-11-22,ms,67.09
2021-11-23,ms,41.93
2021-11-24,ms,58.66
2021-11-25,ms,65.78
2021-11-27,ms,10.3
2021-11-28,ms,61.94
2021-11-30,ms,44.21
2021-12-01,ms,28.21
2021-12-02,ms,27.71
2021-12-03,ms,25.65
2021-12-04,ms,29.95
2021-12-06,ms,20.42
2021-12-07,ms,53.22
2021-12-08,ms,53.23
2021-12-09,ms,21.74
2021-12-10,ms,38.55
2021-12-11,ms,42.07
2021-12-13,ms,35.2
2021-12-14,ms,40.2
2021-12-16,ms,37.51
2021-12-18,ms,33.48
2021-12-20,ms,63.42
2021-12-21,ms,32.94
2021-12-23,ms,21.7
2021-12-24,ms,15.91
2021-12-29,ms,51.82
2021-12-31,ms,34.4
2022-01-03,ms,23.59
2022-01-04,ms,35.97
2022-01-05,ms,44.56
2022-01-06,ms,100.07
2022-01-07,ms,69.87
2022-01-08,ms,51.92
2022-01-10,ms,50.66
2022-01-11,ms,17.83
2022-01-13,ms,34.57
2022-01-15,ms,33.13
2022-01-16,ms,38.35
2022-01-17,ms,22.1
2022-01-18,ms,37.34
2022-01-19,ms,64.81
2022-01-20,ms,131.12
2022-01-22,ms,43.46
2022-01-23,ms,40.12
2022-01-24,ms,37.63
2022-01-25,ms,61.14
2022-01-26,ms,23.54
2022-01-27,ms,90.4
2022-01-28,ms,52.1
2022-01-29,ms,33.58
2022-01-31,ms,43.84
2022-02-01,ms,43.51
2022-02-03,ms,52.21
2022-02-04,ms,48.85
2022-02-05,ms,15.94
2022-02-08,ms,72.53
2022-02-09,ms,34.23
2022-02-10,ms,51.2
2022-02-11,ms,39.13
2022-02-12,ms,23.73
2022-02-13,ms,7.17
2022-02-14,ms,18.13
2022-02-15,ms,28.93
2022-02-16,ms,14.12
2022-02-17,ms,29.24
2022-02-18,ms,48.58
2022-02-19,ms,31.98
2022-02-20,ms,33.41
2022-02-21,ms,35.21
2022-02-22,ms,46.9
2022-02-24,ms,26.6
2022-02-25,ms,44.76
2022-02-26,ms,30.28
2022-02-27,ms,16.91
2022-02-28,ms,23.89
2022-03-01,ms,27.17
2022-03-02,ms,14.03
2022-03-06,ms,19.65
2022-03-07,ms,31.22
2022-03-08,ms,15.63
2022-03-09,ms,14.04
2022-03-10,ms,12.15
2022-03-11,ms,35.11
2022-03-28,ms,41.19
2022-03-29,ms,41.75
2022-03-30,ms,19.06
2022-03-31,ms,102.35
2022-04-02,ms,20.41
2022-04-03,ms,18.55
2022-04-04,ms,33.07
2022-04-05,ms,23.14
2022-04-07,ms,15.99
2022-04-08,ms,59.19
2022-04-09,ms,33.41
2022-04-10,ms,28.59
2022-04-11,ms,33.43
2022-04-12,ms,40.53
2022-04-13,ms,16.11
2022-04-14,ms,26.52
2022-04-15,ms,44.76
2022-04-17,ms,68.2
2022-04-18,ms,48.6
2022-04-19,ms,93.17
2022-04-20,ms,37.44
2022-04-21,ms,26.4
2022-04-22,ms,75.66
2022-04-25,ms,39.04
2022-04-26,ms,43.65
2022-04-29,ms,24.86
2022-04-30,ms,52.0
2022-05-01,ms,19.76
2022-05-02,ms,50.13
2022-05-03,ms,31.45
2022-05-05,ms,42.64
2022-05-07,ms,41.41
2022-05-08,ms,27.72
2022-05-10,ms,23.17
2022-05-12,ms,31.55
2022-05-14,ms,59.83
2022-05-15,ms,36.71
2022-05-16,ms,60.73
2022-05-17,ms,60.6
2022-05-18,ms,31.92
2022-05-19,ms,36.42
2022-05-22,ms,33.08
2022-05-27,ms,9.5
2022-05-28,ms,19.96
2022-05-30,ms,19.95
2022-05-31,ms,55.22
2022-06-01,ms,25.4
2022-06-02,ms,26.61
2022-06-03,ms,33.83
2022-06-04,ms,51.16
2022-06-05,ms,114.78
2022-06-07,ms,50.44
2022-06-08,ms,24.26
2022-06-09,ms,35.89
2022-06-10,ms,45.39
2022-06-12,ms,40.36
2022-06-13,ms,42.33
2022-06-14,ms,110.54
2022-06-15,ms,97.59
2022-06-18,ms,24.42
2022-06-19,ms,51.83
2022-06-21,ms,33.08
2022-06-22,ms,36.64
2022-06-23,ms,48.66
2022-06-24,ms,70.04
2022-06-25,ms,41.68
2022-06-26,ms,53.68
2022-06-27,ms,27.43
2022-06-28,ms,37.52
2022-06-29,ms,34.6
2022-06-30,ms,42.73
2022-07-01,ms,63.4
2022-07-06,ms,43.47
2022-07-09,ms,47.74
2022-07-11,ms,56.45
2022-07-12,ms,32.81
2022-07-13,ms,22.88
2022-07-14,ms,40.34
2022-07-15,ms,51.62
2022-07-18,ms,38.01
2022-07-19,ms,40.73
2022-07-20,ms,41.22
2022-07-21,ms,40.49
2022-07-22,ms,24.97
2022-07-23,ms,38.49
2022-07-24,ms,42.41
2022-07-25,ms,33.74
2022-07-26,ms,67.89
2022-07-27,ms,34.05
2022-07-28,ms,49.52
2022-07-29,ms,44.1
2022-07-30,ms,28.84
2022-07-31,ms,25.3
2022-08-01,ms,45.07
2022-08-02,ms,47.53
2022-08-03,ms,42.28
2022-08-05,ms,50.13
2022-08-06,ms,47.29
2022-08-07,ms,19.05
2022-08-08,ms,51.03
2022-08-09,ms,28.09
2022-08-10,ms,70.2
2022-08-11,ms,69.64
2022-08-12,ms,48.47
2022-08-13,ms,39.19
2022-08-14,ms,33.5
2022-08-15,ms,33.92
2022-08-16,ms,47.35
2022-08-17,ms,43.19
2022-08-18,ms,56.71
2022-08-19,ms,52.54
2022-08-20,ms,34.63
2022-08-21,ms,29.8
2022-08-22,ms,34.01
2022-08-29,ms,56.34
2022-08-30,ms,27.17
2022-08-31,ms,53.43
2022-09-01,ms,55.7
2022-09-03,ms,45.85
2022-09-05,ms,35.74
2022-09-06,ms,62.36
2022-09-08,ms,58.38
2022-09-10,ms,90.89
2022-09-13,ms,59.1
2022-09-14,ms,68.86
2022-09-15,ms,31.2
2022-09-16,ms,46.34
2022-09-18,ms,36.01
2022-09-19,ms,28.99
2022-09-20,ms,44.3
2022-09-21,ms,35.89
2022-09-22,ms,45.0
2022-09-23,ms,52.49
2022-09-24,ms,45.98
2022-09-25,ms,38.57
2022-09-26,ms,47.9
2022-09-27,ms,29.36
2022-09-28,ms,28.27
2022-09-29,ms,39.62
2022-09-30,ms,60.11
2022-10-01,ms,37.8
2022-10-03,ms,34.17
2022-10-04,ms,92.27
2022-10-05,ms,46.78
2022-10-06,ms,46.9
2022-10-07,ms,55.49
2022-10-08,ms,45.47
2022-10-09,ms,34.4
2022-10-10,ms,36.69
2022-10-11,ms,48.02
2022-10-12,ms,48.81
2022-10-13,ms,42.2
