date,unit,value
2025-05-28,in,33.0
2024-11-23,in,32.19
2024-12-28,in,33.49
2024-12-29,in,32.92
2025-02-06,in,33.189
2025-02-06,in,32.61
2025-02-21,in,31.68
2024-08-28,in,35.81
2024-09-13,in,35.52
2024-09-28,in,34.72
2024-09-28,in,34.33
2024-04-01,in,35.4
2022-07-15,in,32.5
2022-08-29,in,32.5
2021-09-09,in,34.0
2025-07-30,in,32.53
2025-10-14,in,31.73
2026-04-28,in,31.73
2026-06-10,in,33.54
2026-06-12,in,33.24
